Absolute_Position,Normalized_Position,Utterance_Length,Utterance_Length_Unique,Utterance_Length_Stemmed_Unique,Is_Starter
3,1.0,4,4,4,False
1,0.2,26,26,26,True
2,0.4,26,20,19,False
3,0.6,1,1,1,False
4,0.8,4,4,4,False
5,1.0,4,4,4,False
1,0.3333333333333333,9,7,7,True
2,0.6666666666666666,90,66,60,False
3,1.0,12,11,10,False
1,0.25,73,44,43,True
2,0.5,13,12,12,False
3,0.75,34,28,27,False
4,1.0,1,1,1,False
1,0.16666666666666666,67,54,49,True
2,0.3333333333333333,23,23,23,False
3,0.5,63,53,53,True
4,0.6666666666666666,23,21,21,True
5,0.8333333333333334,4,4,4,False
6,1.0,9,9,9,False
1,0.3333333333333333,53,38,35,True
2,0.6666666666666666,55,40,38,False
3,1.0,26,23,21,False
1,0.1,54,47,42,True
2,0.2,648,241,196,False
3,0.3,67,49,47,True
4,0.4,6,6,6,False
5,0.5,216,125,114,True
6,0.6,11,10,10,False
7,0.7,40,31,30,True
8,0.8,5,5,5,False
9,0.9,20,17,17,True
10,1.0,9,7,7,False
1,0.3333333333333333,6,6,6,True
2,0.6666666666666666,21,19,19,False
3,1.0,38,34,33,False
1,0.14285714285714285,58,41,38,True
2,0.2857142857142857,23,20,20,False
3,0.42857142857142855,47,31,30,True
4,0.5714285714285714,54,39,39,False
5,0.7142857142857143,57,40,37,True
6,0.8571428571428571,131,71,63,True
7,1.0,23,22,22,False
1,0.3333333333333333,73,52,50,True
2,0.6666666666666666,63,51,47,False
3,1.0,38,29,28,True
1,0.25,24,18,18,True
2,0.5,5,5,5,False
3,0.75,221,122,113,False
4,1.0,137,79,76,False
1,0.125,8,8,8,True
2,0.25,7,7,7,False
3,0.375,74,55,54,False
4,0.5,85,50,49,True
5,0.625,30,26,25,False
6,0.75,13,11,11,False
7,0.875,6,6,6,False
8,1.0,99,72,66,False
1,0.125,64,46,46,True
2,0.25,136,79,71,False
3,0.375,29,24,24,True
4,0.5,14,12,12,True
5,0.625,50,41,35,False
6,0.75,11,10,10,True
7,0.875,15,13,13,True
8,1.0,2,2,2,False
1,0.3333333333333333,22,16,16,True
2,0.6666666666666666,45,37,36,False
3,1.0,1,1,1,False
1,0.16666666666666666,71,52,49,True
2,0.3333333333333333,43,37,36,False
3,0.5,29,23,23,True
4,0.6666666666666666,28,23,22,False
5,0.8333333333333334,28,24,24,True
6,1.0,35,29,29,False
1,0.125,117,78,71,True
2,0.25,100,73,69,False
3,0.375,7,7,6,True
4,0.5,8,8,8,True
5,0.625,18,14,14,True
6,0.75,316,167,148,False
7,0.875,132,80,75,True
8,1.0,169,102,95,False
1,0.16666666666666666,46,34,31,True
2,0.3333333333333333,62,56,52,False
3,0.5,16,15,15,False
4,0.6666666666666666,54,39,38,False
5,0.8333333333333334,6,6,6,False
6,1.0,4,4,4,False
1,0.3333333333333333,45,41,40,True
2,0.6666666666666666,153,92,83,False
3,1.0,27,26,25,False
1,0.25,21,18,18,True
2,0.5,36,31,31,False
3,0.75,11,9,9,True
4,1.0,4,4,4,False
1,0.3333333333333333,34,29,29,True
2,0.6666666666666666,38,34,32,False
3,1.0,6,6,6,False
1,0.16666666666666666,76,56,55,True
2,0.3333333333333333,82,61,61,False
3,0.5,11,9,9,True
4,0.6666666666666666,13,12,12,False
5,0.8333333333333334,40,32,32,True
6,1.0,31,28,28,False
1,0.3333333333333333,18,18,18,True
2,0.6666666666666666,47,40,39,False
3,1.0,63,53,51,False
1,0.3333333333333333,66,53,48,True
2,0.6666666666666666,38,32,32,False
3,1.0,42,33,33,False
1,0.25,7,7,7,True
2,0.5,15,14,14,False
3,0.75,93,57,54,False
4,1.0,78,50,45,False
1,0.25,89,53,51,True
2,0.5,97,48,45,False
3,0.75,11,11,11,False
4,1.0,12,9,9,False
1,0.2,45,34,32,True
2,0.4,18,16,16,False
3,0.6,3,2,2,True
4,0.8,46,31,31,True
5,1.0,13,13,13,False
1,0.25,50,35,33,True
2,0.5,36,26,23,False
3,0.75,180,90,82,False
4,1.0,5,5,5,False
1,0.25,44,33,33,True
2,0.5,22,20,20,False
3,0.75,13,12,11,True
4,1.0,1,1,1,False
1,0.25,74,49,46,True
2,0.5,50,44,40,False
3,0.75,66,52,51,False
4,1.0,5,5,5,True
1,0.3333333333333333,5,5,5,True
2,0.6666666666666666,20,17,17,False
3,1.0,7,6,6,False
1,0.25,91,65,63,True
2,0.5,93,58,52,False
3,0.75,23,20,20,False
4,1.0,39,34,34,False
1,0.25,10,9,9,True
2,0.5,20,17,17,False
3,0.75,3,3,3,False
4,1.0,1,1,1,False
1,0.14285714285714285,64,45,38,True
2,0.2857142857142857,20,17,17,False
3,0.42857142857142855,9,9,9,True
4,0.5714285714285714,42,32,31,False
5,0.7142857142857143,14,13,13,True
6,0.8571428571428571,29,26,25,False
7,1.0,7,7,7,False
1,0.25,11,10,10,True
2,0.5,73,47,45,False
3,0.75,9,7,7,False
4,1.0,34,29,29,False
1,0.16666666666666666,85,55,54,True
2,0.3333333333333333,25,22,22,False
3,0.5,12,11,11,True
4,0.6666666666666666,6,6,6,False
5,0.8333333333333334,11,10,10,True
6,1.0,17,13,13,False
1,0.2,29,23,23,True
2,0.4,25,19,19,False
3,0.6,20,15,15,True
4,0.8,13,12,12,False
5,1.0,10,9,9,False
1,0.25,25,18,18,True
2,0.5,41,34,33,False
3,0.75,37,29,29,False
4,1.0,6,6,6,False
1,0.16666666666666666,57,41,40,True
2,0.3333333333333333,103,72,69,False
3,0.5,39,34,34,True
4,0.6666666666666666,41,34,34,False
5,0.8333333333333334,17,14,14,False
6,1.0,42,37,35,False
1,0.3333333333333333,37,31,31,True
2,0.6666666666666666,37,31,29,False
3,1.0,1,1,1,False
1,0.3333333333333333,72,60,57,True
2,0.6666666666666666,220,130,120,False
3,1.0,8,8,7,False
1,0.16666666666666666,11,11,9,True
2,0.3333333333333333,113,68,61,False
3,0.5,2,2,2,True
4,0.6666666666666666,28,24,24,True
5,0.8333333333333334,221,133,113,False
6,1.0,5,5,5,False
1,0.2,21,19,19,True
2,0.4,86,66,60,False
3,0.6,9,8,8,True
4,0.8,23,19,18,False
5,1.0,6,6,6,False
1,0.14285714285714285,56,35,34,True
2,0.2857142857142857,106,66,56,False
3,0.42857142857142855,24,22,22,True
4,0.5714285714285714,142,85,78,False
5,0.7142857142857143,7,6,6,True
6,0.8571428571428571,18,16,16,False
7,1.0,2,2,2,False
1,0.3333333333333333,141,84,76,True
2,0.6666666666666666,54,39,38,False
3,1.0,52,41,40,True
1,0.25,8,8,8,True
2,0.5,15,15,15,False
3,0.75,33,27,27,False
4,1.0,11,11,11,False
1,0.25,20,14,13,True
2,0.5,171,100,88,False
3,0.75,19,16,15,False
4,1.0,49,37,36,False
1,0.16666666666666666,35,27,27,True
2,0.3333333333333333,8,7,7,False
3,0.5,16,13,13,True
4,0.6666666666666666,10,10,10,False
5,0.8333333333333334,18,15,15,True
6,1.0,4,4,4,False
1,0.25,95,66,61,True
2,0.5,74,58,57,False
3,0.75,158,104,98,False
4,1.0,109,65,62,False
1,0.2,13,12,12,True
2,0.4,22,19,17,False
3,0.6,9,9,9,False
4,0.8,4,4,4,False
5,1.0,28,21,20,False
1,0.16666666666666666,34,22,22,True
2,0.3333333333333333,77,49,46,False
3,0.5,73,47,45,True
4,0.6666666666666666,96,63,56,False
5,0.8333333333333334,55,39,39,False
6,1.0,125,80,75,False
1,0.25,13,13,13,True
2,0.5,66,45,42,False
3,0.75,55,38,35,False
4,1.0,6,5,5,False
1,0.3333333333333333,7,7,7,True
2,0.6666666666666666,23,19,19,False
3,1.0,4,4,4,True
1,0.25,43,37,35,True
2,0.5,40,34,32,False
3,0.75,80,68,67,False
4,1.0,2,2,2,True
1,0.3333333333333333,2,2,2,True
2,0.6666666666666666,70,57,55,False
3,1.0,7,7,7,False
1,0.2,12,12,12,True
2,0.4,83,57,54,False
3,0.6,8,8,8,True
4,0.8,27,24,23,False
5,1.0,7,6,6,False
1,0.25,186,112,99,True
2,0.5,88,51,46,False
3,0.75,18,18,17,True
4,1.0,9,9,9,False
1,0.25,41,27,26,True
2,0.5,486,239,193,False
3,0.75,91,61,54,False
4,1.0,5,5,5,False
1,0.25,116,74,73,True
2,0.5,9,8,8,False
3,0.75,8,8,8,True
4,1.0,8,7,7,False
1,0.25,136,81,73,True
2,0.5,59,41,40,False
3,0.75,68,45,42,True
4,1.0,65,49,47,False
1,0.125,31,27,26,True
2,0.25,85,60,56,False
3,0.375,34,25,23,True
4,0.5,91,62,55,False
5,0.625,28,21,20,True
6,0.75,69,56,53,False
7,0.875,41,26,26,True
8,1.0,3,3,3,False
1,0.25,60,49,45,True
2,0.5,54,43,43,False
3,0.75,24,20,20,True
4,1.0,15,13,13,False
1,0.14285714285714285,12,10,10,True
2,0.2857142857142857,94,70,66,False
3,0.42857142857142855,12,11,11,True
4,0.5714285714285714,56,41,40,False
5,0.7142857142857143,16,13,13,True
6,0.8571428571428571,121,78,76,False
7,1.0,19,15,15,True
1,0.16666666666666666,80,58,54,True
2,0.3333333333333333,25,24,24,False
3,0.5,115,68,65,True
4,0.6666666666666666,178,118,111,False
5,0.8333333333333334,84,54,49,True
6,1.0,74,53,50,False
1,0.125,40,30,28,True
2,0.25,99,66,63,False
3,0.375,130,86,80,True
4,0.5,24,22,22,False
5,0.625,28,25,23,True
6,0.75,25,23,23,False
7,0.875,86,62,59,False
8,1.0,5,5,5,False
1,0.25,55,40,37,True
2,0.5,95,65,58,False
3,0.75,8,8,8,False
4,1.0,3,3,3,False
1,0.3333333333333333,91,44,42,True
2,0.6666666666666666,25,20,20,False
3,1.0,7,7,7,False
1,0.16666666666666666,62,45,43,True
2,0.3333333333333333,25,22,22,False
3,0.5,3,3,3,True
4,0.6666666666666666,32,23,21,False
5,0.8333333333333334,67,51,46,True
6,1.0,36,31,30,False
1,0.25,112,78,76,True
2,0.5,18,16,16,False
3,0.75,8,8,8,True
4,1.0,78,51,47,False
1,0.3333333333333333,37,32,32,True
2,0.6666666666666666,184,116,103,False
3,1.0,22,20,20,False
1,0.3333333333333333,160,96,89,True
2,0.6666666666666666,87,72,72,False
3,1.0,225,134,123,False
1,0.3333333333333333,92,63,62,True
2,0.6666666666666666,27,20,20,False
3,1.0,2,2,2,False
1,0.25,52,32,32,True
2,0.5,149,99,89,False
3,0.75,18,14,14,False
4,1.0,3,3,3,False
1,0.1,51,40,39,True
2,0.2,43,36,34,False
3,0.3,16,15,14,True
4,0.4,42,33,33,False
5,0.5,10,9,9,True
6,0.6,28,22,22,False
7,0.7,21,18,18,True
8,0.8,62,47,42,False
9,0.9,4,4,4,True
10,1.0,238,147,135,False
1,0.25,8,8,8,True
2,0.5,14,13,13,False
3,0.75,9,8,8,False
4,1.0,2,2,2,False
1,0.25,8,8,8,True
2,0.5,32,25,24,False
3,0.75,6,6,6,False
4,1.0,39,29,27,False
1,0.25,48,40,39,True
2,0.5,34,31,30,False
3,0.75,6,6,6,False
4,1.0,101,72,68,True
1,0.3333333333333333,33,24,23,True
2,0.6666666666666666,166,129,120,False
3,1.0,35,25,24,False
1,0.2,50,33,32,True
2,0.4,82,58,55,False
3,0.6,74,47,45,True
4,0.8,68,45,43,False
5,1.0,11,4,4,False
1,0.14285714285714285,107,81,76,True
2,0.2857142857142857,114,85,81,False
3,0.42857142857142855,57,53,50,True
4,0.5714285714285714,41,34,34,False
5,0.7142857142857143,16,15,15,False
6,0.8571428571428571,31,27,27,False
7,1.0,37,31,31,False
1,0.25,28,21,21,True
2,0.5,26,24,23,False
3,0.75,31,25,24,False
4,1.0,12,10,10,True
1,0.3333333333333333,175,121,112,True
2,0.6666666666666666,74,61,57,False
3,1.0,19,19,19,True
1,0.25,41,32,32,True
2,0.5,56,46,45,False
3,0.75,50,39,39,True
4,1.0,22,20,20,False
1,0.3333333333333333,12,12,12,True
2,0.6666666666666666,152,93,83,False
3,1.0,6,6,6,True
1,0.25,6,6,6,True
2,0.5,28,20,20,False
3,0.75,21,17,17,False
4,1.0,29,24,22,False
1,0.25,61,43,42,True
2,0.5,86,62,54,False
3,0.75,60,51,49,False
4,1.0,15,15,15,False
1,0.14285714285714285,174,94,88,True
2,0.2857142857142857,27,25,25,False
3,0.42857142857142855,285,118,110,True
4,0.5714285714285714,36,31,29,False
5,0.7142857142857143,14,14,14,False
6,0.8571428571428571,12,11,11,True
7,1.0,10,9,9,True
1,0.3333333333333333,155,87,80,True
2,0.6666666666666666,57,41,37,False
3,1.0,11,10,10,False
1,0.25,70,51,49,True
2,0.5,181,116,109,False
3,0.75,136,80,74,True
4,1.0,68,51,49,False
1,0.2,29,25,25,True
2,0.4,8,7,7,False
3,0.6,10,10,10,True
4,0.8,19,17,17,False
5,1.0,27,24,24,True
1,0.25,41,34,34,True
2,0.5,52,38,36,False
3,0.75,12,10,10,True
4,1.0,16,15,15,False
1,0.16666666666666666,43,35,32,True
2,0.3333333333333333,13,12,12,False
3,0.5,92,54,51,True
4,0.6666666666666666,51,43,40,False
5,0.8333333333333334,40,36,36,False
6,1.0,46,38,38,False
1,0.25,90,57,55,True
2,0.5,32,27,26,False
3,0.75,174,96,87,True
4,1.0,26,24,24,False
1,0.25,40,25,25,True
2,0.5,44,37,36,False
3,0.75,63,49,48,True
4,1.0,30,27,27,False
1,0.16666666666666666,55,42,38,True
2,0.3333333333333333,82,60,58,False
3,0.5,137,99,90,True
4,0.6666666666666666,226,140,121,False
5,0.8333333333333334,59,41,39,False
6,1.0,24,21,20,False
1,0.25,26,24,24,True
2,0.5,24,22,22,False
3,0.75,49,40,40,False
4,1.0,19,17,17,True
1,0.3333333333333333,17,15,15,True
2,0.6666666666666666,65,42,40,False
3,1.0,1,1,1,True
1,0.1111111111111111,49,31,30,True
2,0.2222222222222222,10,9,9,False
3,0.3333333333333333,76,55,48,False
4,0.4444444444444444,48,36,36,True
5,0.5555555555555556,55,46,46,False
6,0.6666666666666666,48,34,31,True
7,0.7777777777777778,41,28,25,False
8,0.8888888888888888,55,39,37,False
9,1.0,59,38,36,True
1,0.125,43,29,27,True
2,0.25,91,55,51,False
3,0.375,101,65,51,True
4,0.5,20,17,16,True
5,0.625,201,99,88,False
6,0.75,59,43,38,True
7,0.875,360,189,167,False
8,1.0,1,1,1,False
1,0.16666666666666666,14,14,14,True
2,0.3333333333333333,7,7,7,False
3,0.5,23,19,19,True
4,0.6666666666666666,39,35,33,False
5,0.8333333333333334,21,19,18,True
6,1.0,27,24,23,False
1,0.25,40,27,25,True
2,0.5,72,45,42,False
3,0.75,5,5,5,False
4,1.0,8,8,8,False
1,0.25,48,32,32,True
2,0.5,47,36,36,False
3,0.75,103,74,71,True
4,1.0,59,52,51,False
1,0.3333333333333333,32,29,28,True
2,0.6666666666666666,45,36,34,False
3,1.0,8,8,8,False
1,0.2,49,37,36,True
2,0.4,29,23,22,False
3,0.6,38,31,31,True
4,0.8,23,17,17,True
5,1.0,7,7,7,False
1,0.16666666666666666,3,3,3,True
2,0.3333333333333333,53,41,37,False
3,0.5,7,7,7,True
4,0.6666666666666666,51,38,36,False
5,0.8333333333333334,7,7,7,True
6,1.0,6,6,6,False
1,0.3333333333333333,7,7,7,True
2,0.6666666666666666,47,41,41,False
3,1.0,30,25,25,False
1,0.25,31,24,24,True
2,0.5,20,19,19,False
3,0.75,21,15,14,True
4,1.0,35,25,25,False
1,0.25,28,26,26,True
2,0.5,26,24,23,False
3,0.75,21,18,17,True
4,1.0,48,38,36,False
1,0.3333333333333333,57,41,40,True
2,0.6666666666666666,26,20,19,True
3,1.0,26,23,23,False
1,0.25,26,19,19,True
2,0.5,25,23,22,False
3,0.75,10,8,8,False
4,1.0,5,5,5,False
1,0.25,97,58,56,True
2,0.5,19,18,18,False
3,0.75,25,23,23,True
4,1.0,34,26,26,False
1,0.25,10,10,10,True
2,0.5,17,17,16,False
3,0.75,28,23,22,True
4,1.0,71,52,50,False
1,0.3333333333333333,39,32,31,True
2,0.6666666666666666,66,45,43,False
3,1.0,40,34,34,False
1,0.25,30,26,26,True
2,0.5,20,18,18,False
3,0.75,18,12,12,True
4,1.0,68,42,40,False
1,0.25,17,13,12,True
2,0.5,17,16,16,False
3,0.75,19,16,16,True
4,1.0,31,26,25,False
1,0.25,14,13,13,True
2,0.5,52,40,37,False
3,0.75,16,15,14,False
4,1.0,71,46,42,False
1,0.16666666666666666,49,39,37,True
2,0.3333333333333333,11,11,11,False
3,0.5,86,61,58,True
4,0.6666666666666666,34,30,30,False
5,0.8333333333333334,9,8,8,False
6,1.0,31,27,27,False
1,0.2,53,32,31,True
2,0.4,22,19,19,False
3,0.6,15,14,14,True
4,0.8,44,38,36,False
5,1.0,44,35,34,True
1,0.3333333333333333,140,79,70,True
2,0.6666666666666666,15,13,13,False
3,1.0,19,15,15,True
1,0.3333333333333333,16,13,13,True
2,0.6666666666666666,19,18,18,False
3,1.0,5,5,5,True
1,0.25,29,23,20,True
2,0.5,24,21,20,False
3,0.75,10,9,9,True
4,1.0,15,14,14,False
1,0.3333333333333333,46,39,39,True
2,0.6666666666666666,37,32,32,False
3,1.0,27,22,22,True
1,0.25,30,22,22,True
2,0.5,35,29,27,False
3,0.75,18,15,15,True
4,1.0,53,42,39,False
1,0.3333333333333333,137,69,61,True
2,0.6666666666666666,103,59,58,False
3,1.0,5,5,5,False
1,0.25,82,55,54,True
2,0.5,21,20,20,False
3,0.75,45,26,23,False
4,1.0,41,29,26,False
1,0.25,37,27,27,True
2,0.5,36,23,22,False
3,0.75,13,12,12,True
4,1.0,10,9,9,False
1,0.2,23,21,19,True
2,0.4,90,73,69,False
3,0.6,4,4,4,False
4,0.8,85,56,54,False
5,1.0,44,33,31,False
1,0.14285714285714285,23,19,19,True
2,0.2857142857142857,65,42,40,False
3,0.42857142857142855,10,9,9,True
4,0.5714285714285714,16,16,16,False
5,0.7142857142857143,11,11,11,True
6,0.8571428571428571,21,19,19,False
7,1.0,12,11,11,True
1,0.3333333333333333,10,8,8,True
2,0.6666666666666666,15,13,13,True
3,1.0,47,35,35,False
1,0.3333333333333333,49,40,37,True
2,0.6666666666666666,127,74,64,False
3,1.0,229,78,77,False
1,0.16666666666666666,68,55,54,True
2,0.3333333333333333,28,24,23,False
3,0.5,15,14,14,False
4,0.6666666666666666,11,10,10,True
5,0.8333333333333334,4,4,4,True
6,1.0,4,4,4,False
1,0.16666666666666666,34,30,28,True
2,0.3333333333333333,43,31,29,False
3,0.5,24,19,19,False
4,0.6666666666666666,32,26,24,False
5,0.8333333333333334,102,71,63,True
6,1.0,50,37,35,True
1,0.3333333333333333,33,30,30,True
2,0.6666666666666666,23,21,21,False
3,1.0,62,44,41,False
1,0.25,124,89,84,True
2,0.5,163,95,80,False
3,0.75,1,1,1,False
4,1.0,4,4,4,False
1,0.25,205,141,122,True
2,0.5,106,60,56,False
3,0.75,77,50,47,False
4,1.0,6,6,6,False
1,0.16666666666666666,26,20,19,True
2,0.3333333333333333,146,77,74,False
3,0.5,12,11,11,False
4,0.6666666666666666,27,23,23,True
5,0.8333333333333334,12,12,12,False
6,1.0,70,44,44,False
1,0.1111111111111111,67,53,50,True
2,0.2222222222222222,20,17,17,False
3,0.3333333333333333,59,45,42,False
4,0.4444444444444444,168,104,92,True
5,0.5555555555555556,12,12,12,False
6,0.6666666666666666,22,20,20,True
7,0.7777777777777778,33,26,26,False
8,0.8888888888888888,6,5,5,True
9,1.0,4,4,4,False
1,0.3333333333333333,99,77,71,True
2,0.6666666666666666,44,32,31,False
3,1.0,41,36,35,True
1,0.25,15,13,13,True
2,0.5,56,42,40,False
3,0.75,28,22,19,True
4,1.0,8,8,8,True
1,0.3333333333333333,36,31,29,True
2,0.6666666666666666,48,37,35,False
3,1.0,6,6,6,False
1,0.125,39,28,25,True
2,0.25,12,11,11,True
3,0.375,14,12,11,False
4,0.5,10,9,9,False
5,0.625,15,14,14,False
6,0.75,24,17,17,False
7,0.875,19,16,16,True
8,1.0,22,19,19,False
1,0.25,34,26,25,True
2,0.5,56,46,45,False
3,0.75,15,13,13,True
4,1.0,19,18,17,False
1,0.25,11,11,11,True
2,0.5,73,50,48,False
3,0.75,17,15,14,True
4,1.0,39,31,29,False
1,0.25,37,32,31,True
2,0.5,78,53,52,False
3,0.75,156,93,83,True
4,1.0,41,32,32,False
1,0.3333333333333333,36,27,26,True
2,0.6666666666666666,63,44,39,False
3,1.0,10,8,8,False
1,0.2,29,22,21,True
2,0.4,92,51,48,False
3,0.6,21,18,18,False
4,0.8,19,17,17,True
5,1.0,8,7,7,False
1,0.3333333333333333,12,12,12,True
2,0.6666666666666666,37,28,28,False
3,1.0,33,23,21,False
1,0.3333333333333333,11,11,11,True
2,0.6666666666666666,51,37,36,False
3,1.0,31,27,27,False
1,0.25,10,10,10,True
2,0.5,27,25,25,False
3,0.75,12,11,11,True
4,1.0,44,35,32,False
1,0.25,51,28,27,True
2,0.5,56,44,41,False
3,0.75,34,28,28,False
4,1.0,34,25,25,False
1,0.3333333333333333,225,102,92,True
2,0.6666666666666666,22,20,20,True
3,1.0,130,86,79,False
1,0.3333333333333333,8,8,8,True
2,0.6666666666666666,43,38,38,False
3,1.0,5,5,5,True
1,0.3333333333333333,51,42,41,True
2,0.6666666666666666,65,47,42,False
3,1.0,27,23,22,False
1,0.2,18,13,12,True
2,0.4,15,14,13,False
3,0.6,66,46,44,True
4,0.8,70,42,40,True
5,1.0,18,17,17,False
1,0.3333333333333333,16,16,15,True
2,0.6666666666666666,90,67,63,False
3,1.0,15,14,14,False
1,0.16666666666666666,34,26,26,True
2,0.3333333333333333,18,17,17,False
3,0.5,59,33,31,True
4,0.6666666666666666,123,76,70,False
5,0.8333333333333334,6,5,5,True
6,1.0,9,8,8,False
1,0.2,34,23,22,True
2,0.4,5,5,5,False
3,0.6,23,19,19,True
4,0.8,18,16,16,False
5,1.0,36,29,29,False
1,0.2,29,24,24,True
2,0.4,39,35,34,False
3,0.6,5,5,5,True
4,0.8,30,24,23,False
5,1.0,7,7,7,False
1,0.3333333333333333,19,17,16,True
2,0.6666666666666666,47,40,40,False
3,1.0,4,3,3,False
1,0.3333333333333333,49,38,37,True
2,0.6666666666666666,87,65,61,False
3,1.0,66,54,51,False
1,0.3333333333333333,23,20,20,True
2,0.6666666666666666,195,116,105,False
3,1.0,7,7,7,False
1,0.25,52,45,44,True
2,0.5,36,29,29,False
3,0.75,53,37,36,True
4,1.0,144,88,79,False
1,0.25,81,57,52,True
2,0.5,297,154,136,False
3,0.75,35,26,25,True
4,1.0,89,55,51,False
1,0.25,5,5,5,True
2,0.5,20,18,17,False
3,0.75,15,14,14,True
4,1.0,9,9,9,True
1,0.25,21,18,17,True
2,0.5,79,52,47,False
3,0.75,22,18,17,True
4,1.0,20,16,15,False
1,0.3333333333333333,109,73,72,True
2,0.6666666666666666,53,41,38,False
3,1.0,7,7,7,True
1,0.25,59,45,42,True
2,0.5,46,38,35,False
3,0.75,25,21,20,True
4,1.0,45,34,34,False
1,0.25,78,58,55,True
2,0.5,31,28,28,False
3,0.75,92,67,64,True
4,1.0,119,83,76,False
1,0.3333333333333333,15,14,13,True
2,0.6666666666666666,51,39,35,False
3,1.0,98,60,55,False
1,0.25,34,24,23,True
2,0.5,29,26,22,False
3,0.75,7,7,7,False
4,1.0,9,9,9,False
1,0.25,61,42,42,True
2,0.5,13,12,12,False
3,0.75,8,8,8,True
4,1.0,14,12,12,False
1,0.2,31,25,25,True
2,0.4,26,22,22,False
3,0.6,52,38,33,True
4,0.8,34,26,26,False
5,1.0,39,30,29,True
1,0.25,28,23,23,True
2,0.5,54,42,40,False
3,0.75,13,13,13,True
4,1.0,31,28,27,False
1,0.25,14,13,13,True
2,0.5,32,29,29,False
3,0.75,5,5,5,True
4,1.0,19,16,16,False
1,0.2,42,35,35,True
2,0.4,26,21,19,False
3,0.6,34,26,25,True
4,0.8,31,27,27,False
5,1.0,24,22,22,False
1,0.3333333333333333,34,28,27,True
2,0.6666666666666666,75,62,56,False
3,1.0,15,14,14,False
1,0.25,37,29,27,True
2,0.5,55,43,40,False
3,0.75,17,17,17,True
4,1.0,3,3,3,False
1,0.3333333333333333,23,19,18,True
2,0.6666666666666666,72,48,45,False
3,1.0,12,12,12,False
1,0.3333333333333333,21,16,15,True
2,0.6666666666666666,173,103,98,False
3,1.0,35,31,29,False
1,0.3333333333333333,14,14,14,True
2,0.6666666666666666,70,54,52,False
3,1.0,22,20,20,False
1,0.2,46,35,31,True
2,0.4,91,59,53,False
3,0.6,17,15,15,True
4,0.8,24,21,20,False
5,1.0,35,24,22,True
1,0.3333333333333333,12,12,12,True
2,0.6666666666666666,15,13,13,False
4,1.3333333333333333,11,9,9,False
1,0.2,78,59,59,True
2,0.4,35,25,25,False
3,0.6,49,40,36,True
4,0.8,54,43,41,False
5,1.0,62,46,46,True
1,0.25,16,15,14,True
2,0.5,69,53,51,False
3,0.75,17,14,14,True
4,1.0,66,48,43,False
1,0.3333333333333333,23,14,14,True
2,0.6666666666666666,62,49,48,False
3,1.0,11,10,10,False
1,0.25,12,7,7,True
2,0.5,176,126,116,False
3,0.75,6,6,6,False
4,1.0,15,12,12,False
1,0.16666666666666666,13,11,11,True
2,0.3333333333333333,116,74,70,False
3,0.5,157,78,74,True
4,0.6666666666666666,86,61,55,False
5,0.8333333333333334,50,34,34,True
6,1.0,22,20,19,False
1,0.25,71,53,50,True
2,0.5,158,107,93,False
3,0.75,38,33,31,True
4,1.0,23,19,19,False
1,0.25,68,46,44,True
2,0.5,70,50,46,False
3,0.75,27,20,19,False
4,1.0,2,2,2,False
1,0.3333333333333333,50,30,29,True
2,0.6666666666666666,55,45,41,False
3,1.0,83,66,65,False
1,0.3333333333333333,67,50,45,True
2,0.6666666666666666,29,25,24,False
3,1.0,8,7,7,True
1,0.3333333333333333,33,28,26,True
2,0.6666666666666666,44,26,24,False
3,1.0,38,27,27,False
1,0.25,21,19,19,True
2,0.5,115,69,60,False
3,0.75,6,5,5,True
4,1.0,30,25,24,False
1,0.2,12,12,12,True
2,0.4,144,94,85,False
3,0.6,17,16,15,True
4,0.8,197,122,105,False
5,1.0,414,167,136,False
1,0.3333333333333333,81,49,47,True
2,0.6666666666666666,51,43,42,False
3,1.0,30,24,22,False
1,0.125,54,34,33,True
2,0.25,53,40,38,False
3,0.375,15,13,13,False
4,0.5,82,53,51,True
5,0.625,10,10,10,False
6,0.75,77,53,51,True
7,0.875,69,42,38,False
8,1.0,45,35,34,True
1,0.25,28,26,26,True
2,0.5,25,21,19,False
3,0.75,34,28,27,False
4,1.0,36,31,29,False
1,0.25,53,44,42,True
2,0.5,20,14,14,False
3,0.75,33,30,30,True
4,1.0,39,29,29,False
1,0.25,159,100,88,True
2,0.5,96,66,60,False
3,0.75,72,49,48,True
4,1.0,23,21,21,False
1,0.3333333333333333,66,44,37,True
2,0.6666666666666666,40,29,28,False
3,1.0,39,29,26,False
1,0.16666666666666666,58,41,41,True
2,0.3333333333333333,41,31,31,False
3,0.5,75,51,48,True
4,0.6666666666666666,26,23,22,False
5,0.8333333333333334,12,8,8,False
6,1.0,10,8,8,False
1,0.2,14,14,12,True
2,0.4,44,37,36,False
3,0.6,5,5,5,False
4,0.8,2,2,2,False
5,1.0,2,2,2,False
1,0.3333333333333333,41,34,32,True
2,0.6666666666666666,46,35,33,False
3,1.0,65,57,56,True
1,0.25,23,18,18,True
2,0.5,18,16,16,False
3,0.75,5,5,5,True
4,1.0,6,6,6,False
1,0.25,39,33,32,True
2,0.5,65,46,44,False
3,0.75,32,24,24,True
4,1.0,10,9,9,False
1,0.125,52,40,39,True
2,0.25,111,74,71,False
3,0.375,20,19,19,False
4,0.5,37,29,29,True
5,0.625,203,105,88,False
6,0.75,6,5,5,True
7,0.875,29,24,24,False
