Absolute_Position,Normalized_Position,Utterance_Length,Utterance_Length_Unique,Utterance_Length_Stemmed_Unique,Is_Starter,Thank,Exclamation_Mark,Feedback,Sentiment_Scores_NEG,Sentiment_Scores_NEU,Sentiment_Scores_POS,Opinion_Lexicon_POS,Opinion_Lexicon_NEG,Initial_Utterance_Similarity,Dialog_Similarity,Question_Mark,Duplicate,What,Where,When,Why,Who,How,label
2,0.5,35,30,30,False,True,False,False,0.0,0.884,0.11599999999999999,2,1,0.1451411983354296,0.16238252523369334,False,False,0,0,0,0,0,0,PA FD
3,0.75,23,19,19,True,True,False,False,0.051,0.8240000000000001,0.125,1,0,0.21920518646640685,0.2360980637453249,False,False,0,0,0,1,0,0,PF
4,1.0,6,6,6,False,False,False,False,0.0,0.326,0.674,1,0,0.009085805679690856,0.031327317823866836,False,False,0,0,0,0,0,0,GG
1,0.16666666666666666,61,50,47,True,False,False,False,0.0,0.937,0.063,2,1,1.0000000000000029,0.3933703612302593,True,False,1,0,0,0,0,1,OQ
2,0.3333333333333333,9,8,8,False,False,False,False,0.0,1.0,0.0,0,0,0.16037654059459544,0.1906561313066948,False,False,0,0,0,0,0,0,PA
3,0.5,45,36,36,False,False,False,False,0.047,0.7759999999999999,0.177,1,0,0.1784716860655519,0.3656113721792146,True,False,0,0,0,0,0,1,FQ FD NF
4,0.6666666666666666,25,24,23,False,False,False,False,0.068,0.932,0.0,2,0,0.1605492309393628,0.4571207504753164,False,False,0,0,0,0,0,0,PA
5,0.8333333333333334,92,67,63,False,True,False,False,0.07,0.8859999999999999,0.044000000000000004,4,0,0.2338572532582607,0.5397972492796617,True,False,0,1,0,0,0,1,FQ FD
6,1.0,66,48,42,False,True,False,False,0.024,0.9420000000000001,0.035,2,0,0.2396176386107522,0.4753173998467178,True,False,0,0,1,0,0,0,PA
1,0.25,76,58,54,True,False,False,False,0.044000000000000004,0.9259999999999999,0.03,1,2,1.0000000000000009,0.37739695923147204,True,False,0,0,1,0,0,1,OQ
2,0.5,47,40,38,False,True,False,False,0.0,0.804,0.196,1,3,0.22909168703831045,0.3588417096245057,True,False,0,0,0,0,0,1,PA
3,0.75,47,35,35,True,False,False,False,0.231,0.675,0.094,3,3,0.2630690547655334,0.35616891435135073,False,False,0,0,0,0,0,0,FD
4,1.0,15,13,13,False,False,False,False,0.0,0.674,0.326,1,1,0.13500223972868527,0.26901647249823546,False,False,0,0,0,0,0,0,GG
1,0.25,57,30,30,True,True,False,False,0.0,0.73,0.27,1,0,1.0000000000000002,0.3579883099963228,True,False,0,0,0,0,0,1,OQ
2,0.5,93,66,58,False,True,False,False,0.0,0.81,0.19,0,0,0.2371195974857503,0.526936736277176,False,False,0,0,0,0,0,0,PA
3,0.75,46,28,28,True,True,False,False,0.0,0.797,0.203,0,0,0.3405255388149871,0.5779173833383443,False,False,0,0,1,0,0,0,CQ IR
4,1.0,31,26,26,False,True,False,False,0.0,0.7,0.3,1,1,0.07455678664143016,0.24507750013554264,True,False,0,0,0,0,0,0,PA
1,0.25,21,19,19,True,False,False,True,0.0,0.845,0.155,2,0,1.0000000000000004,0.2761173549354621,False,False,0,0,1,0,0,1,OQ
2,0.5,63,47,45,False,False,False,False,0.0,0.8959999999999999,0.10400000000000001,1,2,0.11462925933201255,0.3873038463540882,True,False,0,0,0,0,0,0,PA
3,0.75,14,13,13,True,True,False,False,0.158,0.7559999999999999,0.087,0,1,0.0810252342667658,0.2326998703009512,False,True,0,0,0,0,0,0,NF
4,1.0,426,178,144,False,False,False,False,0.006,0.937,0.057,1,2,0.2073277667964036,0.4577441340687773,False,False,0,0,0,0,0,1,PA FD
1,0.3333333333333333,12,12,12,True,False,False,False,0.109,0.8909999999999999,0.0,0,0,1.0,0.2277245324469347,True,False,0,0,1,0,0,1,OQ
2,0.6666666666666666,28,25,25,False,False,False,False,0.11199999999999999,0.888,0.0,0,1,0.16906607081703548,0.2424465110984266,False,False,0,0,0,0,0,1,PA
3,1.0,73,56,56,False,False,False,False,0.086,0.898,0.016,1,4,0.1888983175681244,0.2559075311774804,True,False,0,1,0,0,0,1,FQ FD NF
1,0.25,28,24,23,True,False,False,False,0.081,0.871,0.048,0,0,1.0,0.3659279123887926,True,False,0,0,1,0,0,0,OQ
2,0.5,135,90,79,False,False,False,False,0.0,0.977,0.023,2,0,0.33300993445008603,0.3326954034903529,False,False,0,0,0,0,0,0,PA
3,0.75,20,17,17,True,True,False,False,0.0,0.36700000000000005,0.633,3,0,0.12651418920338314,0.14024875312462765,False,False,0,0,0,0,0,0,PF FD
4,1.0,5,5,5,False,False,False,False,0.0,0.37799999999999995,0.622,1,0,0.0,0.0,False,False,0,0,0,0,0,0,GG
1,0.14285714285714285,37,29,28,True,False,False,False,0.038,0.82,0.142,2,0,1.000000000000001,0.15127009818918088,False,False,0,0,1,0,0,1,OQ
2,0.2857142857142857,19,18,18,False,False,False,False,0.0,0.898,0.102,0,0,0.00873684705950043,0.13423049662478256,True,False,0,0,0,0,0,0,IR PA
3,0.42857142857142855,22,20,20,True,False,False,False,0.077,0.825,0.098,2,0,0.2330316384318908,0.3087178748060043,False,False,0,0,0,0,0,0,FD NF
4,0.5714285714285714,12,11,11,True,False,False,False,0.0,1.0,0.0,0,0,0.022103477203306125,0.2153240196221,False,False,0,0,0,0,0,0,FD NF
5,0.7142857142857143,80,59,50,False,False,False,False,0.0,0.852,0.14800000000000002,2,2,0.06109349517970141,0.2644221717161485,False,False,1,0,0,0,0,0,PA
6,0.8571428571428571,5,5,5,True,False,False,False,0.361,0.639,0.0,0,0,0.07572601893947413,0.03342541523206096,False,False,0,0,0,0,0,0,NF
7,1.0,25,23,22,False,False,False,False,0.0,0.851,0.149,1,0,0.08906699079545635,0.15017620001050552,False,False,0,0,1,0,0,1,PA
1,0.3333333333333333,33,25,23,True,False,False,False,0.0,0.711,0.289,1,0,1.0,0.1343187770500241,True,False,0,0,0,0,0,0,OQ
2,0.6666666666666666,56,43,41,False,False,False,False,0.0,0.6709999999999999,0.32899999999999996,4,2,0.14098286931552392,0.12753953358925008,False,False,0,0,0,0,0,0,PA
3,1.0,9,9,9,False,False,False,False,0.42100000000000004,0.579,0.0,1,0,0.0,0.0,False,False,0,0,0,0,0,0,NF
1,0.2,64,46,44,True,False,False,False,0.0,0.857,0.14300000000000002,3,0,1.0000000000000002,0.31869920011488084,True,False,1,1,0,1,0,0,RQ OQ
2,0.4,82,51,50,False,False,False,False,0.051,0.919,0.03,1,1,0.2356485246003539,0.4044691590826566,False,True,0,0,0,0,0,0,PA
3,0.6,43,35,33,False,False,False,False,0.0,0.943,0.057,0,0,0.1909461095990792,0.3848810538789213,True,False,0,0,0,0,0,0,IR PA
4,0.8,19,15,15,True,True,True,False,0.065,0.597,0.33799999999999997,1,0,0.09673729056775998,0.17179659564808233,False,False,1,1,0,0,0,0,GG
5,1.0,6,6,6,False,False,False,False,0.0,0.183,0.8170000000000001,3,0,0.02814239614586495,0.060975919677363474,False,False,0,0,0,0,0,0,GG
1,0.2,216,109,96,True,False,False,False,0.059000000000000004,0.8190000000000001,0.122,6,1,1.0000000000000002,0.4914694029490728,True,True,1,1,1,1,0,1,OQ
2,0.4,40,24,23,True,False,False,False,0.215,0.741,0.045,0,0,0.42050883587125226,0.25742414187224866,False,False,0,0,0,0,0,1,FD OQ
3,0.6,21,19,19,False,False,False,False,0.0,0.7490000000000001,0.251,1,0,0.15217664691044322,0.23810632683655855,True,False,0,0,0,0,0,0,PA
4,0.8,154,79,70,True,False,False,False,0.0,0.843,0.157,2,1,0.3523721225567915,0.3956810664486271,False,False,0,0,0,0,0,0,PA PF
5,1.0,10,9,9,False,True,False,False,0.0,0.634,0.366,0,1,0.058560892633076726,0.13422915266131533,False,True,0,0,0,0,0,0,PF
1,0.2,63,52,50,True,False,False,False,0.0,0.895,0.105,2,1,1.0,0.3394820471864159,True,True,0,0,0,0,0,0,OQ
2,0.4,31,28,27,False,False,False,False,0.0,0.883,0.11699999999999999,0,0,0.16434320131143862,0.2459138612550385,True,False,0,0,0,0,0,0,PA
3,0.6,32,29,28,False,True,False,False,0.0,0.866,0.134,1,1,0.3312467274036133,0.38472814091793606,True,False,0,0,0,0,0,1,CQ
4,0.8,18,14,14,False,False,False,False,0.14300000000000002,0.672,0.185,1,2,0.0783957025275375,0.05130448316527127,False,False,0,0,0,0,0,1,JK
5,1.0,10,9,9,False,True,False,False,0.0,0.556,0.444,2,0,0.11323916130940676,0.15579642879856212,False,False,0,0,0,0,0,0,PF
1,0.25,41,35,35,True,False,False,False,0.182,0.7709999999999999,0.047,2,3,1.0,0.4250000211899179,True,False,0,0,1,0,0,0,OQ
2,0.5,100,70,65,False,False,False,False,0.0,0.95,0.05,3,0,0.27949156119740864,0.4521411222776373,True,False,0,0,1,0,0,0,PA
3,0.75,74,55,54,True,False,False,True,0.0,0.752,0.248,3,1,0.1482933815884526,0.23837025328281564,False,False,1,1,0,0,1,0,FD PF
4,1.0,29,26,24,False,True,False,False,0.0,0.8190000000000001,0.18100000000000002,1,0,0.2254740478887772,0.3486815262001313,False,False,0,0,0,0,0,0,GG
1,0.125,30,23,23,True,False,False,False,0.0,0.884,0.11599999999999999,1,0,1.0000000000000002,0.16414081179695025,False,False,0,1,0,0,0,1,OQ
2,0.25,64,52,48,False,False,False,False,0.03,0.925,0.046,1,0,0.07036007442784684,0.2464444793389852,False,False,1,0,0,0,0,1,PA
3,0.375,52,38,34,False,False,False,False,0.0,1.0,0.0,1,0,0.06426656909878513,0.4904437586006806,False,False,0,0,0,0,0,0,PA
4,0.5,39,31,29,True,True,False,False,0.054000000000000006,0.8140000000000001,0.132,1,1,0.12719296503038166,0.409239748572538,True,False,0,0,0,1,0,0,FQ
5,0.625,44,35,33,False,False,False,False,0.040999999999999995,0.857,0.102,0,0,0.056463063207567214,0.4164497820019024,False,False,0,0,0,0,0,0,PA
6,0.75,34,25,24,False,False,False,False,0.071,0.807,0.122,0,0,0.09837926598217957,0.33169944013461355,False,False,1,0,1,0,0,0,FD NF
7,0.875,94,58,55,False,False,False,False,0.10300000000000001,0.858,0.04,1,1,0.07261060549160782,0.3196614963100965,True,False,0,1,1,0,0,0,PA IR
8,1.0,79,63,57,False,False,False,False,0.0,0.943,0.057,0,1,0.06466762181059092,0.4602238195416156,True,True,0,0,0,0,0,0,PA
1,0.25,75,54,50,True,True,False,True,0.022000000000000002,0.899,0.079,4,0,0.9999999999999976,0.42535127942472734,True,False,0,0,0,1,0,1,FD OQ
2,0.5,54,44,44,False,False,False,False,0.0,0.86,0.14,2,1,0.2369541455302093,0.4275387308776562,True,False,0,0,0,0,0,1,PA
3,0.75,30,27,27,True,False,False,False,0.0,0.8,0.2,3,0,0.3099981357884043,0.4711110584813727,True,False,0,0,0,1,0,0,FQ CQ
4,1.0,48,42,42,False,False,False,False,0.028999999999999998,0.971,0.0,2,2,0.2496507688927717,0.4957857189431271,True,False,1,0,0,0,0,0,PA FD
1,0.3333333333333333,8,8,8,True,False,False,False,0.0,0.82,0.18,0,0,1.0000000000000004,0.2657493228044809,True,False,0,0,0,0,0,1,OQ
2,0.6666666666666666,28,22,21,True,False,False,False,0.0,1.0,0.0,0,0,0.2711533876760658,0.2856379802893302,True,False,0,0,0,0,0,1,FQ CQ
3,1.0,13,12,12,False,False,False,False,0.0,0.748,0.252,1,0,0.04193976695222194,0.11486503097531404,True,False,0,0,0,0,0,0,PA
1,0.3333333333333333,36,28,28,True,False,True,False,0.047,0.8420000000000001,0.111,2,0,1.0,0.2340727431991807,False,False,0,0,0,0,0,0,OQ
2,0.6666666666666666,55,38,38,False,False,False,False,0.034,0.966,0.0,0,0,0.17084965595021598,0.2679372577601052,False,False,0,0,0,0,0,0,PA
3,1.0,30,24,22,False,False,False,False,0.0,0.833,0.16699999999999998,0,0,0.13261128931625238,0.24277838996633525,True,False,0,0,0,0,0,0,PA
1,0.16666666666666666,169,111,106,True,True,True,False,0.038,0.841,0.121,6,4,1.0000000000000058,0.4637250681763291,True,False,0,1,1,0,0,0,OQ
2,0.3333333333333333,11,11,11,False,False,False,False,0.0,1.0,0.0,0,0,0.1102493482404116,0.2327091914742892,True,False,0,0,0,0,0,0,PA
3,0.5,65,50,47,True,True,False,False,0.055,0.82,0.126,2,0,0.3147404067282427,0.4160504110695871,False,False,1,0,0,0,1,0,FD NF
4,0.6666666666666666,46,37,36,False,False,False,False,0.0,0.851,0.149,1,0,0.17542776332110918,0.29335904524771944,True,False,0,0,0,0,0,0,PA
5,0.8333333333333334,57,47,46,True,False,True,False,0.022000000000000002,0.853,0.125,1,0,0.2582397568595172,0.3600192366763412,False,False,0,0,0,0,1,0,FD
6,1.0,22,20,20,False,False,False,False,0.0,0.643,0.35700000000000004,3,0,0.2230745227841277,0.3014351138246967,False,False,0,0,0,0,0,0,PA FD
1,0.125,15,15,15,True,False,False,False,0.0,0.878,0.122,1,0,1.0000000000000004,0.25602555461737725,True,False,0,0,0,0,0,1,OQ
2,0.25,33,25,23,False,False,False,False,0.0,1.0,0.0,2,0,0.0410508652016534,0.330323247210221,False,False,0,0,1,0,0,0,PA
3,0.375,52,45,44,True,True,False,False,0.0,0.9309999999999999,0.069,1,0,0.26264007439634834,0.3972763659821704,False,False,0,0,0,0,0,0,FD NF
4,0.5,15,14,13,False,False,False,False,0.0,1.0,0.0,0,0,0.061732954952727674,0.3015240477476924,False,False,0,1,0,0,0,0,FD
5,0.625,62,38,38,True,False,False,True,0.0,0.927,0.073,3,0,0.13093250289571434,0.3121672717725005,True,False,0,0,0,0,0,0,FD
6,0.75,45,36,35,False,False,False,False,0.036000000000000004,0.84,0.124,2,0,0.1568953142307626,0.4259796033989604,False,False,0,0,0,0,0,0,PA FD
7,0.875,32,24,24,True,True,False,False,0.0,0.7340000000000001,0.266,1,1,0.14720753844404766,0.20426231952143345,True,False,0,0,0,0,0,0,CQ
8,1.0,32,28,28,False,False,False,False,0.094,0.594,0.311,2,0,0.03652554378623642,0.1113618206680174,True,False,0,0,0,0,0,0,PA
1,0.25,16,16,16,True,False,False,False,0.0,0.87,0.13,1,0,1.0000000000000002,0.17703097051272731,True,False,1,0,0,0,0,1,OQ
2,0.5,110,77,69,False,False,False,True,0.114,0.711,0.175,3,5,0.11035557847012413,0.3457696159570933,False,False,1,0,0,1,0,1,IR PA
3,0.75,67,52,50,True,False,False,False,0.063,0.825,0.11199999999999999,2,1,0.16050449166458658,0.3089704173219523,False,False,0,0,0,0,0,0,FQ FD
4,1.0,93,73,70,False,False,False,False,0.009000000000000001,0.871,0.12,1,1,0.10716518335923164,0.484062741715904,True,False,0,0,0,0,0,0,PA IR
1,0.2,79,54,53,True,False,False,False,0.015,0.9329999999999999,0.052000000000000005,2,0,0.9999999999999996,0.30155282057766497,True,False,1,1,0,0,0,0,OQ
2,0.4,37,27,27,False,False,False,False,0.0,0.96,0.04,1,2,0.2773334335181463,0.2585162010493793,False,False,0,0,0,0,0,0,PA
3,0.6,15,14,14,True,True,True,False,0.0,0.872,0.128,2,0,0.16443875027675126,0.1786540772662122,False,False,0,0,0,0,0,0,FQ PF
4,0.8,7,7,7,False,False,False,False,0.0,1.0,0.0,0,0,0.10848067375840498,0.20293260520099612,False,False,0,0,0,0,0,0,PA
5,1.0,18,16,15,True,True,False,False,0.0,0.757,0.243,0,0,0.1384458834277658,0.14867846668184087,False,False,0,0,1,0,0,0,NF
1,0.25,52,28,26,True,False,False,True,0.0,1.0,0.0,0,0,1.0,0.34180040293632624,True,False,1,0,0,0,0,1,OQ
2,0.5,80,59,52,False,False,False,False,0.0,0.9279999999999999,0.07200000000000001,3,2,0.1379406167695782,0.2261241201297679,False,False,0,0,0,0,0,0,PA
3,0.75,29,25,24,True,False,False,True,0.0,1.0,0.0,0,0,0.34331682419614035,0.4176488220249355,True,False,1,0,0,1,0,0,FQ
4,1.0,18,17,17,False,False,False,False,0.0,0.741,0.259,0,0,0.29664263522903844,0.3028782851049942,False,False,0,0,0,0,0,1,PA
1,0.2,70,48,46,True,True,True,False,0.0,0.759,0.24100000000000002,0,2,1.0,0.3110455577650845,True,False,0,1,1,0,0,1,OQ
2,0.4,67,41,36,False,False,False,False,0.036000000000000004,0.8420000000000001,0.122,0,0,0.17659606691591373,0.3549979274982471,False,True,0,1,0,0,0,0,PA
3,0.6,11,11,11,True,True,False,False,0.0,0.86,0.14,0,0,0.18925756999884355,0.28081061952476644,True,False,0,0,0,0,0,1,FQ PF
4,0.8,6,5,5,False,False,False,False,0.0,1.0,0.0,0,0,0.010902624638545487,0.05584459257451988,False,False,0,0,0,0,0,0,PA
5,1.0,99,71,63,False,True,False,True,0.04,0.8029999999999999,0.157,3,0,0.24399324082150964,0.3840998147860704,False,False,0,0,1,0,0,1,PA PF
1,0.2,49,37,37,True,False,False,False,0.0,0.915,0.085,1,1,0.9999999999999996,0.3725806193094495,True,False,0,0,0,0,0,0,OQ
2,0.4,62,46,43,False,False,False,False,0.0,0.9009999999999999,0.099,3,0,0.07669250283876039,0.19777897296458893,True,False,0,0,0,0,0,1,IR PA
3,0.6,40,36,32,True,False,False,False,0.0,0.8809999999999999,0.11900000000000001,1,0,0.3307286365987255,0.32227592417003936,False,False,0,0,0,0,0,0,FD
4,0.8,21,19,18,False,False,False,False,0.0,1.0,0.0,1,0,0.2735705126203689,0.3323443741817765,True,False,1,0,0,0,0,0,FQ
5,1.0,101,67,64,False,False,False,False,0.0,0.935,0.065,2,0,0.2824371288522938,0.40785197073100704,False,False,0,0,0,0,0,0,PA
1,0.3333333333333333,52,44,43,True,True,True,False,0.040999999999999995,0.907,0.052000000000000005,0,3,0.999999999999997,0.14740716716909527,False,False,1,0,0,0,0,1,OQ
2,0.6666666666666666,28,23,23,False,False,False,False,0.0,0.871,0.129,2,0,0.27142400081831697,0.1275716343157562,False,False,0,0,0,0,1,0,IR FD
3,1.0,108,16,16,False,False,False,False,0.087,0.9129999999999999,0.0,0,0,0.08572738592497077,0.09239743690879336,False,False,0,0,0,0,0,0,PA
1,0.3333333333333333,18,18,18,True,False,False,False,0.0,0.841,0.159,0,0,0.9999999999999996,0.08100879578379626,False,False,0,0,0,0,0,1,OQ
2,0.6666666666666666,5,5,5,False,False,False,False,0.0,1.0,0.0,0,0,0.060580864533182975,0.13080374923437826,True,False,0,0,0,0,0,0,PA IR
3,1.0,16,14,14,False,False,False,False,0.0,1.0,0.0,0,1,0.0738132902674086,0.12005696446001107,True,False,1,0,0,0,0,0,FQ IR
1,0.25,25,23,23,True,False,False,False,0.07,0.93,0.0,1,2,1.0000000000000002,0.1996010367027833,True,False,0,1,1,0,0,1,OQ
2,0.5,16,12,12,False,False,False,False,0.0,0.69,0.31,0,0,0.14175121714678202,0.16821177287585526,False,False,0,0,0,0,0,0,PA
3,0.75,18,16,16,True,True,True,False,0.0,0.5479999999999999,0.452,2,0,0.09952232060002464,0.13925705244341344,False,False,0,0,0,0,0,0,PA PF
4,1.0,9,8,8,False,False,False,False,0.0,0.508,0.49200000000000005,1,0,0.08048775782900472,0.09708647700854994,False,False,0,0,0,0,0,0,GG
1,0.2,53,42,41,True,False,False,False,0.0,0.853,0.147,2,1,1.0,0.28898874895705284,False,False,0,0,0,0,0,1,OQ
2,0.4,36,31,28,False,True,False,False,0.0,0.894,0.106,1,0,0.2316528700489709,0.324533001340138,False,False,0,0,0,0,0,0,PA
3,0.6,19,17,17,False,False,True,False,0.22699999999999998,0.679,0.094,1,0,0.06485787504106869,0.11017860816129993,False,False,0,0,0,0,0,0,NF
4,0.8,16,12,12,True,False,False,False,0.0,0.716,0.284,1,2,0.07719539625880184,0.10828410486609884,False,False,0,0,0,0,0,0,FD
5,1.0,29,26,26,False,False,False,False,0.0,0.9109999999999999,0.08900000000000001,1,0,0.14964339685237668,0.23930300688056985,False,False,0,0,1,0,0,0,PA
1,0.25,52,38,34,True,False,False,True,0.025,0.8370000000000001,0.138,1,1,1.000000000000002,0.3603762222549546,False,False,0,1,0,0,0,1,OQ
2,0.5,35,31,30,False,False,False,False,0.059000000000000004,0.8240000000000001,0.11699999999999999,0,1,0.3125592163642769,0.3153406995812248,True,False,0,0,1,0,0,0,PA IR
3,0.75,30,24,24,True,True,True,True,0.0,0.8320000000000001,0.168,0,0,0.15801316926188247,0.20727267579602432,False,False,0,0,0,0,0,0,PF
4,1.0,7,6,6,False,False,False,False,0.0,0.315,0.685,1,0,0.16299975953745385,0.11260520345018325,False,False,0,0,0,0,0,0,GG
1,0.1,33,27,27,True,True,False,False,0.0,0.804,0.196,0,0,1.0,0.31546413666993817,True,False,0,0,0,0,0,0,OQ
2,0.2,26,22,22,False,False,False,False,0.0,0.877,0.12300000000000001,1,0,0.2270337996289216,0.2599087866802456,False,False,0,0,0,0,0,0,PA
3,0.3,7,7,7,True,False,False,False,0.0,0.8740000000000001,0.126,0,0,0.253172230722558,0.3556784977846684,False,False,0,0,0,0,0,0,CQ FD
4,0.4,10,10,9,False,False,False,False,0.0,1.0,0.0,0,0,0.11187160310221717,0.2564379475633563,False,False,0,1,1,0,0,0,PA
5,0.5,6,6,6,True,False,False,False,0.355,0.645,0.0,0,0,0.0647514902563885,0.09682610971093272,False,False,0,1,0,0,0,0,FD
6,0.6,10,9,9,False,False,False,False,0.0,1.0,0.0,0,0,0.08316682940933137,0.3483341699879121,True,False,0,0,1,0,0,0,IR
7,0.7,10,9,9,True,False,False,False,0.0,0.604,0.396,0,0,0.17410130121338094,0.1914772644591594,False,False,0,0,0,0,0,0,PA FD
8,0.8,14,14,10,False,False,False,False,0.0,0.769,0.231,0,0,0.20750907584033249,0.4072975752273417,False,False,0,0,0,0,0,1,PA
9,0.9,29,22,22,True,True,False,False,0.0,0.6990000000000001,0.301,1,0,0.1306533347225786,0.1558163350994926,False,False,0,0,0,0,0,0,PF FD
10,1.0,5,5,5,False,False,False,False,0.0,0.37799999999999995,0.622,1,0,0.0,0.0,False,False,0,0,0,0,0,0,GG
1,0.25,34,27,26,True,False,False,False,0.047,0.925,0.027999999999999997,0,2,1.0000000000000002,0.2943314636669473,True,False,0,0,0,1,0,0,NF OQ
2,0.5,34,27,26,False,False,False,False,0.049,0.853,0.098,2,2,0.21048360932369728,0.2767714644209389,False,False,0,0,0,0,0,0,PA
3,0.75,20,16,16,True,True,False,False,0.073,0.728,0.19899999999999998,0,1,0.25501497564227,0.3297571372128837,False,False,0,0,0,1,0,0,FD RQ
4,1.0,21,20,20,False,False,False,False,0.0,1.0,0.0,0,0,0.0701152738524519,0.0658467528663654,False,False,0,0,0,0,0,0,PA
1,0.25,94,60,56,True,True,False,False,0.043,0.846,0.111,1,3,0.9999999999999996,0.2770041008341629,True,False,0,0,1,0,0,1,OQ
2,0.5,35,30,27,False,False,False,False,0.0,0.94,0.06,0,0,0.14183882794557104,0.17822211940984214,True,False,1,0,0,0,0,0,IR
3,0.75,23,19,19,True,True,False,False,0.172,0.742,0.086,1,2,0.181116711434596,0.21691886859647394,False,False,0,0,0,0,0,1,FD PF
4,1.0,6,6,6,False,True,False,False,0.0,0.45899999999999996,0.541,1,0,0.12597584516017812,0.22285103731048328,False,False,0,0,0,0,0,0,GG
1,0.16666666666666666,18,16,16,True,False,False,False,0.0,0.93,0.07,1,0,1.0000000000000002,0.4000260509694699,True,False,0,0,0,0,0,1,OQ
2,0.3333333333333333,49,33,28,False,False,False,False,0.0,0.919,0.081,1,0,0.31365064673548443,0.42291888091561297,False,False,0,0,0,0,0,0,PA
3,0.5,26,20,20,True,False,True,False,0.145,0.758,0.09699999999999999,1,1,0.2870073251217672,0.3669582941174519,False,False,0,1,0,0,0,0,NF
4,0.6666666666666666,21,21,19,False,False,False,False,0.0,0.905,0.095,0,0,0.04755269803412696,0.20301919532378976,False,False,1,0,0,0,0,0,PA
5,0.8333333333333334,12,12,12,True,False,False,False,0.13699999999999998,0.863,0.0,1,1,0.20416361401047448,0.35736523362845085,False,False,0,1,0,0,0,0,FQ CQ
6,1.0,6,6,6,False,False,False,False,0.0,1.0,0.0,0,0,0.1813538692064676,0.2986351891005849,False,False,0,0,0,0,0,0,PA
1,0.3333333333333333,35,31,31,True,False,False,False,0.11,0.8490000000000001,0.040999999999999995,0,1,1.0000000000000016,0.2959545663939213,True,False,0,0,0,0,1,1,OQ
2,0.6666666666666666,66,50,46,False,False,False,False,0.10400000000000001,0.738,0.157,1,4,0.2486897333265891,0.3276928153293647,False,False,1,0,0,0,0,0,PA
3,1.0,20,19,19,False,False,False,False,0.0,0.898,0.102,0,0,0.07284716837366706,0.15988182082290878,False,False,0,0,0,0,0,0,PA
1,0.16666666666666666,39,30,30,True,True,True,False,0.051,0.636,0.313,0,0,1.0,0.5235480517705642,True,False,0,0,1,0,0,1,OQ
2,0.3333333333333333,58,44,42,False,True,False,False,0.0,0.9179999999999999,0.08199999999999999,3,1,0.26062967369683754,0.3931208611490969,True,False,0,0,0,0,0,0,CQ
3,0.5,69,40,40,True,True,True,False,0.059000000000000004,0.867,0.073,1,0,0.42769207402443615,0.4105031509325097,True,False,0,1,0,0,0,1,FQ FD
4,0.6666666666666666,43,34,31,False,False,False,False,0.0,0.856,0.14400000000000002,0,0,0.23348299422971774,0.3771248217991585,False,False,0,0,0,0,0,1,PA
5,0.8333333333333334,27,20,20,True,True,True,False,0.0,0.768,0.23199999999999998,1,0,0.2150447870922088,0.3905765287270032,False,False,0,0,0,0,0,0,PF
6,1.0,8,7,7,False,True,False,False,0.0,0.45899999999999996,0.541,1,0,0.026522243717662968,0.028353037685186763,False,False,0,0,0,0,0,0,GG
1,0.16666666666666666,180,129,117,True,False,True,False,0.049,0.883,0.068,8,3,0.9999999999999996,0.4292588842987923,True,False,0,0,0,0,0,0,OQ
2,0.3333333333333333,32,25,24,False,False,False,False,0.0,1.0,0.0,0,0,0.20066228621709792,0.23236637526871984,True,False,0,0,0,0,0,0,PA
3,0.5,44,38,36,True,True,False,False,0.024,0.807,0.168,4,0,0.40694142056552185,0.5071408331416176,False,False,1,0,0,0,1,0,PF
4,0.6666666666666666,19,18,18,False,False,False,False,0.0,0.9229999999999999,0.077,0,0,0.10396837994468228,0.1837340078355109,False,False,0,0,0,0,0,0,PA
5,0.8333333333333334,30,25,24,True,True,True,False,0.23800000000000002,0.625,0.138,2,1,0.11208565907904046,0.167712581631519,False,False,0,0,1,0,0,0,PF
6,1.0,6,6,6,False,False,False,False,0.0,0.183,0.8170000000000001,3,0,0.0414937112725208,0.08711333755683245,False,False,0,0,0,0,0,0,PF
1,0.25,79,48,44,True,False,False,False,0.10300000000000001,0.809,0.087,2,1,0.9999999999999996,0.5123689370744183,False,False,1,0,0,0,0,1,OQ
2,0.5,74,54,49,False,False,False,False,0.040999999999999995,0.818,0.14,2,3,0.3256323272162128,0.4864139056788906,True,False,1,0,0,0,0,0,PA
3,0.75,116,82,79,True,True,True,False,0.13699999999999998,0.772,0.091,3,5,0.407197887789189,0.5159758127474251,False,False,0,0,0,0,0,1,CQ
4,1.0,27,21,20,False,False,False,False,0.0,0.938,0.062,1,0,0.10802973210098148,0.1906596462178402,True,False,0,0,0,0,0,0,PA
2,0.4,20,18,16,True,False,False,False,0.0,1.0,0.0,0,0,1.0,0.18259632700783515,True,False,0,0,0,0,0,0,IR PA
3,0.6,72,49,46,False,True,False,False,0.068,0.799,0.134,3,2,0.2442285184059708,0.28682768267194314,False,False,0,0,0,0,0,1,FD
4,0.8,38,32,32,True,False,True,False,0.047,0.809,0.14400000000000002,3,0,0.0322504661597325,0.1892484997504492,False,False,0,0,0,0,0,0,PA
5,1.0,7,7,7,False,True,True,False,0.0,0.308,0.6920000000000001,0,0,0.02918753886796583,0.058552811990445125,False,False,0,0,0,0,0,0,GG
6,1.2,5,5,5,True,False,False,False,0.0,0.37799999999999995,0.622,1,0,0.0,0.0,False,False,0,0,0,0,0,0,GG
